80 500
31 57 35
31 62 47
31 79 2
32 40 1
32 43 35
32 47 9
32 51 10
32 60 7
32 66 34
32 68 30
32 69 19
32 80 4
33 35 33
33 36 8
33 42 39
33 47 45
33 53 29
33 64 13
33 66 46
33 72 35
33 77 11
34 45 16
34 50 49
34 53 39
34 54 24
34 61 2
34 64 16
34 67 40
34 69 12
35 40 23
35 54 26
35 62 22
36 37 35
36 47 32
36 52 44
36 61 45
36 77 22
37 46 7
37 63 31
37 64 26
37 67 38
37 76 32
38 44 8
38 46 39
38 52 46
38 56 39
38 58 11
38 61 13
38 65 16
38 67 44
38 79 48
39 41 18
39 43 36
39 47 4
39 57 30
39 58 33
39 70 31
39 74 1
39 79 27
40 43 13
40 46 31
40 74 5
40 76 34
41 43 42
41 63 10
41 66 6
41 70 17
41 77 34
42 43 48
42 49 17
42 52 17
42 59 11
42 67 13
42 70 2
42 73 32
42 76 24
43 48 27
43 56 2
43 65 31
43 66 22
43 73 35
43 75 37
44 45 42
44 51 23
44 63 21
44 70 18
44 75 46
45 49 27
45 53 31
45 54 18
45 58 16
45 70 3
45 72 27
45 74 23
46 51 25
46 56 19
46 57 4
46 74 44
46 76 5
47 54 6
47 60 49
47 65 39
47 71 29
47 77 25
48 52 29
48 53 12
48 65 43
48 66 22
48 74 24
48 79 1
49 57 7
49 63 44
49 65 43
49 69 1
49 70 26
50 62 9
50 65 15
50 67 28
50 78 3
51 54 27
52 55 35
52 56 18
52 76 37
53 65 23
53 66 14
53 70 24
53 71 33
54 56 42
54 61 32
54 68 33
54 70 30
54 71 12
55 61 48
55 70 14
56 59 18
56 62 33
56 67 17
56 71 25
56 77 37
56 80 34
57 58 13
57 66 34
57 74 8
57 80 19
58 67 26
58 68 13
58 70 31
58 71 4
58 76 39
58 80 24
59 73 36
59 75 38
59 79 24
60 73 14
60 76 29
61 66 23
61 72 13
61 77 7
62 67 28
62 72 27
62 74 19
63 66 45
63 70 4
64 69 4
65 78 15
66 70 31
66 77 35
66 80 21
67 80 7
68 69 49
68 74 39
68 79 34
70 77 41
71 79 38
72 77 3
72 78 44
73 74 19
11
23 66 8 59 53 27 74 78 13 33 51 
